model,task,errorType,id,title,source,publishedAt,language,relevance,eventType,impactDirection,expected,predicted,evidenceSentenceIds,symbols,sectors,rationale,rawOutput,url
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3082f,कजारिया रमेश टायल्सको अभियान : मिस नेपालसँग ‘डाइन विथ द डिभाज’ सार्वजनिक,बिजनेस – Page 10 – Online Khabar,2026-05-25T12:39:22.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2,,,"यो समाचार कजारिया रमेश टायल्सको एक व्यापारिक प्रवर्द्धन (marketing campaign) सँग सम्बन्धित छ, जसको कुनै प्रत्यक्ष वा अप्रत्यक्ष नेप्से प्रभाव देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""‘द हिडन ट्रेजर मिस नेपाल २०२६’ को मुख्य प्रायोजक कजारिया रमेश टायल्सले आफ्नो विशेष उपभोक्ता अभियान ‘डाइन विथ द डिभाज– एन इभिनिङ विथ मिस नेपाल’ आधिकारिक रूपमा सार्वजनिक गरेको छ ।"", ""यस अभियानमा सहभागी हुन ग्राहकले अभियान अवधिभर एकै पटक न्यूनतम १ हजार वर्गफिट कजारिया टायल्स खरिद गर्नुपर्नेछ ।"", ""मिस नेपालको क्षेत्रीय अडिसन टुरसँग जोड्दै ल्याइएको यो योजना अडिसन हुने सात सहर नेपालगन्ज, बिर्तामोड, इटहरी, पोखरा, बुटवल, जनकपुर र काठमाडौंमा खरिद गर्ने जोडीहरूका लागि मात्र लागु हुनेछ ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S5""], ""impactDirection"": ""uncertain"", ""impactHorizon",https://www.onlinekhabar.com/2026/05/1939370/kajaria-ramesh-tiles-campaign-dine-with-the-divas-announced-with-miss-nepal
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30830,यसरी बन्दैछ एसियन हाइवेको काँकडभिट्टा-लौकही खण्ड (तस्वीरहरू),बिजनेस – Page 10 – Online Khabar,2026-05-26T06:43:20.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S4,,,"यो समाचार राजमार्ग विस्तारको भौतिक प्रगति र निर्माण कम्पनीहरूले भोगिरहेको चुनौतीसँग सम्बन्धित छ, जसले कुनै विशिष्ट सूचीकृत कम्पनी वा सेयर बजारलाई प्रत्यक्ष वा अप्रत्यक्ष रूपमा असर गर्ने ठोस संयन्त्र देखाउँदैन ।","{""confidenceBand"": ""high"", ""eventType"": ""infrastructure"", ""evidence"": [""महेन्द्र राजमार्ग बिस्तार अन्तर्गत काँकडभिट्टा–लौकही खण्डमा अहिले धमाधम काम भइरहेको छ ।"", ""निर्माण कम्पनीका अनुसार इन्धनको मूल्य वृद्धि र निर्माण सामग्री अभावको मारमा यो खण्ड बिस्तारको काम पनि परेको छ ।"", ""यसमध्ये २२ किलोमिटर सडकमा पहिलो लेयरको कालोपत्र गर्न बेस बिच्छ्याउने काम भएको छ ।"", ""कतै कालोपत्रको काम समेत सुरु भएको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S11"", ""S12""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""operations_capacity"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The article reports on the ongoing construction and challenges faced by the Kankadhitthi-Laukhi section of the Mahendra Highway, which is part of the Asian Highway network. This indicates infrastructure development activity and potential project delays due to material shortages and fuel price increases."", ""relevance"": ""direct"", ""sectors"": [""Roads and Highways""], ""summary"": ""The K",https://www.onlinekhabar.com/2026/05/1939722/this-is-how-the-kakadbhitta-laukahi-section-of-the-asian-highway-is-being-constructed-photos
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d30831,"अन्डाको मूल्यवृद्धि रोकिएन, फेरि बढाइयो क्रेटमा १५ रुपैयाँ",बिजनेस – Page 10 – Online Khabar,2026-05-26T08:42:51.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S4;S11,,,"यो समाचार अन्डाको मूल्य वृद्धि सँग सम्बन्धित छ, जसको नेप्से (NEPSE) बजार वा कुनै सूचीबद्ध कम्पनीमा प्रत्यक्ष वा अप्रत्यक्ष प्रभाव पर्ने कुनै ठोस संयन्त्र देखिँदैन ।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""नेपाल लेयर्स कुखुरापालक संघले अन्डाको मूल्य फेरि बढाएको छ ।"", ""एक साता अवधिमा सबै प्रकारका अन्डाको मूल्य प्रतिक्रेट १५ रुपैयाँसम्म बढेको छ ।"", ""चितवनलाई आधार मानेर निर्धारण गरिएको नयाँ मूल्यसूची अनुसार एक्सएल अन्डाको फार्म मूल्य प्रतिक्रेट ५ सय ४५ रुपैयाँ पुगेको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S5""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a price increase for a listed security or market sector, which makes the record direct to NEPSE and supports the market_trading label through the trading mechanism."", ""relevance"": ""direct"", ""sectors"": [""Poultry""], ""summary"": ""Nepal Layers Poultry Farmers' Association has increased the price of eggs by 15 rupees per piece, with the new farm price for XL eggs set at Rs 545 per piece."", ""symbols"": [], ""tags"": [""market_trading"", ""dir",https://www.onlinekhabar.com/2026/05/1939901/egg-prices-continue-to-rise-increased-again-by-rs-15-per-crate
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30832,म्यानपावर व्यवसायीले भने : सरकारले अनुगमनको नाममा छापामार शैली अपनायो,बिजनेस – Page 10 – Online Khabar,2026-05-27T06:59:43.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S4;S5,,,"यो समाचार वैदेशिक रोजगार व्यवसायी र सरकारबीचको नियमन सम्बन्धी विवादसँग सम्बन्धित छ, जसको नेप्सेमा सूचीकृत कुनै पनि कम्पनी वा क्षेत्रसँग प्रत्यक्ष वा अप्रत्यक्ष सम्बन्ध देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""वैदेशिक रोजगार व्यवसायी (म्यानपावर कम्पनी) ले सरकारले अनुगमनको नाममा छापामार शैली अपनाइरहेको बताएका छन्।"", ""नेपाल वैदेशिक रोजगार व्यवसायी एकता समितिले आयोजना गरेको पत्रकार सम्मेलनमा समिति अध्यक्ष हरिबहादुर पाण्डेले राज्यले छापामार शैलीमा अनुगमन गरिरहेको बताए ।"", ""‘हामीलाई अनुगमन गर्ने विभाग हो, मन्त्रालय होइन, राज्यले अनुगमन होइन छापामार शैली अपनाइरहेको छ’ अध्यक्ष पाण्डेले भने।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S6""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The report highlights concerns from the Manpower industry about the government's alleged use of a 'raiding' or 'raiding-style' approach to monitoring, which is perceived as an unnecessary burden on businesses."", ""relevance"": ""direct"", ""sectors"": [""Manpower""], ""summary"": ""Manpower industry representatives have",https://www.onlinekhabar.com/2026/05/1940533/manpower-entrepreneur-says-government-adopts-guerrilla-tactics-in-the-name-of-monitoring
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30834,"देशभरि ६२ लाख ४९ हजार सवारीसाधन दर्ता, मोटरसाइकल मात्र ५० लाख",बिजनेस – Page 9 – Online Khabar,2026-05-27T09:16:06.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S3,,,सवारीसाधन दर्ता र लाइसेन्स वितरण सम्बन्धी यो तथ्याङ्कीय समाचारको NEPSE मा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव देखिँदैन।,"{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""देशभरि ६२ लाख ४९ हजार सवारीसाधन दर्ता भएका छन् ।"", ""आर्थिक सर्वेक्षण २०८२/८३ अनुसार दर्ता सवारी साधनमध्ये ५० लाखभन्दा धेरै मोटरसाइकल रहेका छन् ।"", ""चालु आर्थिक वर्ष २०८२/८३ को फागुन मसान्तसम्म ८ महिनामा मात्र बस, मिनीबस, ट्रक, माइक्रोबस, कार, मोटरसाइकलसहितका सवारी साधन गरी कुल २ लाख ८१ हजार ९ सय २१ यातायातका साधन दर्ता भएका छन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The report of 624,900 registered motor vehicles and the significant proportion of motorcycles (over 500,000) indicates a strong demand for two-wheelers, which supports the sector's growth."", ""relevance"": ""direct"", ""sectors"": [""Motor Vehicle""], ""summary"": ""A total of 624,900 motor vehicles have been registered in the country, with over 500,000 being motorcycles."",",https://www.onlinekhabar.com/2026/05/1940704/6-249-million-vehicles-registered-across-the-country-5-million-motorcycles-alone
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30836,"रोह्तो मेन्थोलेटमले बर्दिबासमा फ्याक्ट्री निर्माण गर्ने, भूमिपूजा सम्पन्न",बिजनेस – Page 9 – Online Khabar,2026-05-27T12:11:30.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2,,,"यो समाचार एक निजी कम्पनी (Rohto Mentholatum Nepal Pvt. Ltd.) को फ्याक्ट्री निर्माणसँग सम्बन्धित छ, जसको NEPSE वा सूचीकृत कम्पनीहरूमा कुनै प्रत्यक्ष असर देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""रोह्तो मेन्थोलेटम नेपाल प्रालिले १४ मेका दिन महोत्तरी जिल्लाको बर्दिबासमा निर्माण हुन लागेको आफ्नो नयाँ फ्याक्ट्रीको भूमिपूजन समारोह गरेको छ ।"", ""यस फ्याक्ट्रीले नेपालमा उत्पादन क्षमतालाई सुदृढ गर्दै दिगो विकासप्रतिको दीर्घकालीन दृष्टिकोणलाई अझ मजबुत बनाउने विश्वास गरिएको छ ।"", ""‘फ्याक्ट्री सञ्चालनमा आएपछि नेपालका जनताको जीवन र समाजप्रतिको योगदानलाई अझ गहिरो बनाउने अपेक्षा गरिएको छ’ कम्पनीले एक विज्ञप्तिमा भनेको छ, ‘सञ्चालनमा आएपछि यो फ्याक्ट्रीले रोजगारीका अवसर सिर्जना गर्ने, स्थानीय समुदायलाई सशक्त बनाउने त",https://www.onlinekhabar.com/2026/05/1940872/rohto-mentholatum-to-build-factory-in-bardibas-ground-breaking-ceremony-completed
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d30837,"धेरै नाफा गर्ने संस्थान आयल निगम, नेवानिको घाटा सवा अर्ब",बिजनेस – Page 9 – Online Khabar,2026-05-27T15:45:08.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S3;S4;S5;S8,,,यो समाचार सार्वजनिक संस्थानहरूको वित्तीय अवस्था र सरकारको लगानीको बारेमा मात्र छ । यी संस्थानहरू नेप्सेमा सूचीकृत नभएको र यसले शेयर बजारमा पर्ने कुनै विशेष संयन्त्र उल्लेख नभएकोले यो सान्दर्भिक छैन ।,"{""confidenceBand"": ""high"", ""eventType"": ""earnings"", ""evidence"": [""सरकारले लगानी गरेका संस्थानमध्ये सबैभन्दा धेरै नाफा नेपाल आयल निगमले गरेको छ ।"", ""गत आर्थिक वर्ष निगमले १३ अर्ब ६४ करोड रुपैयाँ खुद नाफा गर्दै पहिलो संस्थान बनेको हो ।"", ""त्यसबेला पनि २ संस्थाले वित्तीय विवरण सरकारलाई बुझाएका थिएनन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S7""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""earnings_cash_flow"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The selected evidence reports earnings or profit for a listed company or sector, which makes the record direct to NEPSE and supports the earnings label through the earnings mechanism."", ""relevance"": ""direct"", ""sectors"": [""Hydropower""], ""summary"": ""The government's investment in the listed companies has seen the Nepal Oil Corporation (NOC) generate the highest profit of 13.64 billion rupees during the fiscal year 2081/82."", ""symbols"": [""NOCL""], ""tags"": [""earnings"", ""direct"", ""marketgyan_re",https://www.onlinekhabar.com/2026/05/1940971/oil-corporation-a-highly-profitable-corporation-has-a-loss-of-1-25-billion
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d30839,यातायात व्यवसायी र ट्राफिक प्रहरीको आह्वान : मापसे/लापसे गरी सवारी नचलाऔं,बिजनेस – Page 9 – Online Khabar,2026-05-28T08:41:30.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S3,,,यो समाचार यातायात क्षेत्रको परिचालन र सुरक्षासँग सम्बन्धित सामान्य सूचना भएकोले यसले नेप्से (NEPSE) बजार वा कुनै पनि सूचीबद्ध कम्पनीको मूल्यमा प्रत्यक्ष वा अप्रत्यक्ष प्रभाव पार्ने कुनै प्रमाण देखिँदैन।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""यातायात व्यवसायी र ट्राफिक प्रहरीले मादक पदार्थ सेवन (मापसे) र लागु पदार्थ सेवन (लापसे) गरी सवारी नचलाउन संयुक्त आह्वान गरेका छन् ।"", ""मनसुनजन्य विपद्बाट जोगिन यातायात सेवा सञ्चालन सम्बन्धमा संयुक्त सूचना निकाल्दै नेपाल यातायात व्यवसायी राष्ट्रिय महासंघ र काठमाडौं उपत्यका ट्राफिक प्रहरी कार्यालयले यस्तो आह्वान गरेका हुन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory or policy change that will affect the operations, costs, or market access of listed firms."", ""relevance"": ""direct"", ""sectors"": [""Transport""], ""summary"": ""Transport operators and traffic police have jointly called for not allowing vehicles carrying intoxicating substances (māpase) and narcotic substances (lāpase) to operate."", ""symbols"": [], ""tags"": [""regulation"", ""tran",https://www.onlinekhabar.com/2026/05/1941393/transport-entrepreneurs-and-traffic-police-appeal-dont-drive-drunk-negligently
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3083a,कर्जा दिनै डराउन थाले बैंकर,बिजनेस – Page 8 – Online Khabar,2026-05-28T16:01:15.000Z,ne,indirect,monetary_liquidity,bearish,valid_json,invalid_or_truncated_json,S2;S3;S4;S6;S13;S14,,Banking,बैंकरहरूले कर्जा प्रवाहमा कडाइ गर्दा र राष्ट्र बैंकले सेयर बजारसँग सम्बन्धित क्षेत्रमा कर्जा नीति कडाइ गर्दा बजारमा तरलता संकुचन भई सेयर बजारमा नकारात्मक असर पर्न सक्छ।,"{""confidenceBand"": ""high"", ""eventType"": ""credit_debt"", ""evidence"": [""केही समययता बैंकरहरू नै कर्जा प्रवाह गर्न हच्किन थालेका छन् ।"", ""बढ्दो खराब कर्जा, ऋण दुरुपयोगका घटना तथा प्रहरीबाट बैंकरहरू नै धरपकडमा पर्न थालेपछि उनीहरू कर्जा प्रवाह गर्न हच्किन थालेका हुन् ।"", ""सोही कारण कर्जा लिन बैंक तथा वित्तीय संस्था पुग्ने ऋणीको स्क्रिनिङ गरी प्रक्रियागत जटिलता देखाइ कर्मचारीले नै निरुत्साहित गर्दा कर्जा विस्तार माग अनुसार हुन नसकेको बैंकरहरू बताउँछन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bearish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""credit_debt_supply"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The text discusses the reluctance of bankers to provide loans due to increased bad debt, loan misuse, and operational challenges, which affects the credit supply in the banking sector."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""Bankers are hesitant to provide loans due to increased bad debt,",https://www.onlinekhabar.com/2026/05/1940900/bankers-are-afraid-to-give-loans
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d3083c,विदेशी विनिमय सञ्चितिलाई ‘सोभरिन वेल्थ फन्ड’ परिचालन,बिजनेस – Page 8 – Online Khabar,2026-05-29T10:58:50.000Z,ne,indirect,fiscal_macroeconomic,uncertain,indirect,direct,S2;S3;S4,,,सरकारले विदेशी विनिमय सञ्चितिबाट सोभरिन वेल्थ फन्ड परिचालन गर्ने नीति लिएमा यसले देशको वित्तीय तरलता र लगानीको वातावरणमा प्रभाव पार्न सक्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""सरकारकाले विदेशी विनिमय सञ्चितिको केही अंश ‘सोभरिन वेल्थ फन्ड’ मार्फत परिचालन गर्ने नीति लिने भएको छ ।"", ""सञ्चिति सहज भएको अवस्थामा उक्त फन्डमार्फत स्रोत परिचालन गरिने अर्थमन्त्री डा."", ""हाल कुल विदेशी विनिमय सञ्चिति ३४ खर्ब ९४ अर्ब रुपैयाँ बराबर छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S5""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The government's decision to manage a portion of its foreign exchange reserves through the 'Sovereign Wealth Fund' introduces a new mechanism for reserve management, which may affect the availability of foreign exchange for other sectors and the overall market liquidity."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""The government has decided to manage a portion of its foreign exchange reserves through the 'Sovereign Wealth Fund' to address the current surplus i",https://www.onlinekhabar.com/2026/05/1942322/mobilizing-foreign-exchange-reserves-through-the-sovereign-wealth-fund
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3083f,"सेयर बजारलाई उत्कृष्ट बजेट, यस्ता छन् समेटिएका विषय",बिजनेस – Page 7 – Online Khabar,2026-05-29T14:42:30.000Z,ne,direct,fiscal_macroeconomic,bullish,valid_json,invalid_or_truncated_json,S3;S4;S6;S9;S2,,Others,पूँजीगत लाभकर अन्तिम हुने नीतिगत व्यवस्थाले बजारमा अनिश्चितता र विवाद कम गर्ने देखिएकाले सरोकारवालाहरूले यसलाई सकारात्मक मान्नुका साथै करको दरमा भएको वृद्धिले लगानीकर्ताको खुद प्रतिफलमा असर पार्ने देखिन्छ।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""आगामी वर्षको बजेट घोषणा गर्दै अर्थमन्त्री वाग्लेले भने ‘सूचीकृत कम्पनीका धितोपत्र बिक्री गर्दा लाग्दै आएको पूँजीगत लाभकर अन्तिम हुने व्यवस्था मिलाएको छु ।’ यद्यपि हाल तिर्दै आएको पूँजीगत लाभकर भने बजेटले साढे २ प्रतिशत विन्दुले बढाएको छ ।"", ""हाल १ वर्षभन्दा बढी अवधि होल्ड गरेर बिक्री भएको सेयरमा ५ प्रतिशत र १ वर्षभन्दा कम अवधि होल्ड गरेर बिक्री भएको सेयरमा ७.५ प्रतिशत पूँजीगत लाभकर लगानीकर्ताले तिर्दै आएका छन् ।"", ""अब १ वर्षभन्दा बढी अवधि होल्ड गर्नेले साढे ७ प्रतिशत र १ वर्षभन्दा कम अवधि होल्ड गर्नेले",https://www.onlinekhabar.com/2026/05/1942670/excellent-budget-for-the-stock-market-these-are-the-topics-covered
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30840,"NEPSE Concludes The Week With 0.86% Gain and Turnover of Rs 16.87 Arba; Weekly Summary with Sector Comparison, Major Highlights, and More",ShareSansar,2026-05-31T03:08:00.000Z,en,direct,market_trading,bullish,valid_json,invalid_or_truncated_json,S2;S6;S10;S11,,,The weekly index increase of 0.86% and technical indicators like the RSI and EMAs suggest a bullish sentiment in the market.,"{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""The market traded for Three days this week, as Thursday and Friday was a public holiday."", ""The NEPSE Index closed at 2,782.10, up 23.61 points (0.86%)."", ""The highest intraday gain was 27.86 points on Sunday, with a turnover of Rs 6.03 Arba; however, the total turnover for the week stood at Rs 16.87 Arba."", ""The highest intraday gain was 27.95 points on Monday, with a turnover of Rs 5.98 Arba; however, the total turnover for the week stood at Rs 16.87 Arba."", ""The Index above the short moving average indicates earlier bullish sentiment."", ""The 2,650 level may serve as the nearest support, while the 2,870 zone will act as a major resistance zone."", ""Over 4.16 Crore unit shares have been traded through 1,89,169 transactions this week."", ""The current market capitalization of NEPSE is Rs."", ""4,746,825.95 million, i.e., Rs 47.46 Kharba."", ""The top three companies with the highest beta are Shikhar Power Development Limi",https://www.sharesansar.com/newsdetail/nepse-concludes-the-week-with-086-gain-and-turnover-of-rs-1687-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2026-05-31
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30841,श्रम स्वीकृति जारी भइसकेपछि मात्रै विमानस्थल आउन अध्यागमनको अनुरोध,बिजनेस – Page 7 – Online Khabar,2026-05-31T04:48:09.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S3;S4;S7,,,"यो समाचार वैदेशिक रोजगारीमा जाने श्रमिकहरूको प्रशासनिक प्रक्रिया र अध्यागमनको नियमसँग सम्बन्धित छ, जसको नेप्से बजार वा सूचीकृत कम्पनीहरूमा कुनै ठोस प्रभाव देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""अध्यागमन विभागले श्रम स्वीकृति भएपछि मात्रै वैदेशिक रोजगारीको यात्रा गर्न अनुरोध गरेको छ ।"", ""विभागले प्रेस विज्ञप्ती जारी गर्दै श्रमिक भिसामा रहेका कतिपय नेपालीले श्रम स्वीकृतिको लागि वैदेशिक रोजगार विभागमा आवेदन मात्र गरी स्वीकृति नहुँदै त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल अध्यागमनमा प्रस्थानका लागि आउने गरेको भन्दै श्रम स्वीकृति भइसकेपछि मात्रै आउन अनुरोध गरेको हो ।"", ""आवेदन मात्रै दिएर स्वीकृति नहुँदै विमानस्थल आउँदा श्रमिकहरूलाई मर्का पर्ने गरेको भन्दै अध्यागमनले श्रम स्वीकृति जारी भइसकेपछि मात्रै आउन",https://www.onlinekhabar.com/2026/05/1943326/adhyayans-request-to-come-to-the-airport-only-after-the-work-permit-is-issued
qwen-qlora,impactDirection,label_mismatch,6a2f0a578a1c034887d30842,"IPO for General Public: Sanigad Hydro Limited Issue 46,74,000 Units IPO Shares from Today",ShareSansar,2026-06-01T02:40:00.000Z,en,direct,capital_action,bullish,bullish,uncertain,S1;S12;S15,SHL,Hydropower,Sanigad Hydro Limited is raising capital through its IPO and has also received a rating upgrade from ICRA Nepal.,"{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""Sanigad Hydro Limited has officially opened its Initial Public Offering (IPO) to the general public from 18th Jestha, 2083, issuing 46,74,000 shares at a face value of Rs."", ""100 per unit."", ""The remaining 46,74,000 units will be issued for the general public and opened from today."", ""LS Capital Limited has been appointed the issue manager for the public offering."", ""Applications could be placed for a minimum of 10 units and a maximum of 20,000 units.""], ""evidenceSentenceIds"": [""S1"", ""S2"", ""S12"", ""S13"", ""S14""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""ownership_supply"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a capital action (e.g., share issue, buyback, or dividend) or a change in the capital structure (e.g., capital increase, conversion, or recapitalization) of a listed company."", ""relevance"": ""direct"", ""sectors"": [""Hydropow",https://www.sharesansar.com/newsdetail/ipo-for-general-public-sanigad-hydro-limited-issue-4674000-units-ipo-shares-from-today-2026-06-01
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d30843,एक महिनामै ३२ प्रतिशत महँगियो आलु,बिजनेस – Page 7 – Online Khabar,2026-06-01T07:09:21.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S6;S9,,,"यो समाचारले तरकारीको बजार मूल्यमा भएको परिवर्तनबारे जानकारी दिएको छ, जसको शेयर बजार (NEPSE) सँग कुनै प्रत्यक्ष वा अप्रत्यक्ष सम्बन्ध देखिएको छैन।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""पछिल्लो एक महिना अवधिमा नेपाली बजारमा आलु र प्याजको मूल्य बढेको छ ।"", ""कालीमाटी फलफूल तथा तरकारी बजार विकास समितिको मूल्यसूची अनुसार १८ वैशाखको तुलनामा १८ जेठसम्म आइपुग्दा यी दुई वस्तुको मूल्य बढेको देखिएको हो ।"", ""तथ्यांक अनुसार सबैभन्दा धेरै वृद्धि रातो आलुको मूल्यमा देखिएको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a significant increase in the price of potatoes and onions over the past month, which is a key agricultural commodity affecting the broader market."", ""relevance"": ""direct"", ""sectors"": [""Agriculture""], ""summary"": ""The selected evidence reports a significant increase in the price of potatoes and onions over the past month, which is a key agricultural commodity affecting the broader market."", ""symbols"": [], ""tags"": [""",https://www.onlinekhabar.com/2026/06/1944194/potato-prices-rise-32-percent-in-one-month
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30844,"बजेटप्रति सेयर लगानीकर्ता निराश, तीन समूहगत सूचकमा उच्च प्रभाव",बिजनेस – Page 6 – Online Khabar,2026-06-01T09:35:31.000Z,ne,direct,fiscal_macroeconomic,bearish,valid_json,invalid_or_truncated_json,S2;S4;S5;S7;S15,NRIC,Non-Life Insurance;Others;Trading,"बजेटमा पूँजीगत लाभकर अल्पकालीनका लागि १० प्रतिशत र दीर्घकालीनका लागि साढे ७ प्रतिशत कायम गरिएको र केही आम्दानीमा थप करको आशय भएकाले लगानीकर्ताहरू असन्तुष्ट भएका छन्, जसले बजारमा गिरावट निम्त्याएको छ ।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""सरकारले आगामी आर्थिक वर्ष २०८३/८४ को बजेट ल्याएपछि खुलेको पहिलो दिनको सेयर बजारले नकारात्मक प्रतिक्रिया जनाएको छ ।"", ""बजेटमा गरिएका नयाँ व्यवस्थाप्रति लगानीकर्ताले असन्तुष्ट जनाएका छन्, जसको प्रतिक्रिया सोमबारको नेप्से परिसूचकमा देखियो ।"", ""जसको असरले सोमबार बजार परिसूचक नेप्से २६.७२ अंक (०.९६ प्रतिशत) घटेको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S7""], ""impactDirection"": ""bearish"", ""impactHorizon"": ""immediate"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports market or sector trading activity, and the provided confidence band is high. The record is classified as market_trading because the evidence reports market or sector trading activity."", ""relevance"": ""direct"", ""sectors"": [""Life Insurance"", ""Non-Life Insurance"", ""Trading""], ""summary"": ""The selected evidence reports market or sector trading activity, and the provided confidence band is h",https://www.onlinekhabar.com/2026/06/1944391/stock-investors-disappointed-with-budget-high-impact-on-three-group-indicators
